Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Market Capitalization,EBIDT last year,High price all time,DMA 200,Down from 52w high,Debt,Promoter holding,Profit after tax latest quarter,YOY Quarterly profit growth,Profit after tax preceding year quarter,Profit after tax preceding quarter,QoQ Profits,Expected quarterly net profit,Net profit 2quarters back,Net profit 3quarters back,Pledged percentage,Price to Earning,Expected quarterly sales,Expected quarterly sales growth,Sales,Sales growth,YOY Quarterly sales growth,Net Profit latest quarter,Profit after tax,Return on capital employed,Return on equity,Profit growth,NPM latest quarter,Mkt Cap To Debt Cap,Cash from operations last year,Cash from operations preceding year,DMA 200 previous day,Expected quarterly operating profit,Expected quarterly EPS,RSI,Cash end of preceding year,CROIC,Cash end of last year,Reserves,Investments,Current assets,EVEBITDA,Price to book value,Sales latest quarter,Number of Shareholders,Number of Shareholders preceding quarter,Number of Shareholders 1year back,FII holding,DII holding,Public holding,Cash Equivalents
Colab Platforms,542866,,INE317W01030,Finance,Other Financial Services,135.05,2755.02,6.47,204.60,107.57,33.99,1.88,33.88,1.42,18.33,1.20,0.79,79.75,,1.08,1.55,0.00,569.22,,,169.14,157.68,49.79,1.42,4.84,23.14,17.19,36.34,4.35,,-0.29,3.76,107.30,,,8.97,3.55,6.55,9.94,8.78,0.00,14.77,410.61,94.41,32.64,50191.00,50090.00,19522.00,0.13,0.00,65.99,9.94
Colgate-Palmoliv,500830,COLPAL,INE259A01022,Personal Products,Personal Care,1860.00,50589.33,1959.03,3893.00,2106.67,25.75,47.41,51.00,345.53,7.77,320.62,365.68,-2.90,456.18,323.86,327.51,0.00,36.96,1630.62,7.31,6204.28,3.79,11.80,343.08,1368.77,108.02,82.73,-1.77,21.55,2.81,1806.30,1394.46,2109.15,497.24,16.77,28.61,1095.13,82.94,1468.82,1556.91,0.00,2231.11,24.66,31.94,1603.30,326817.00,333741.00,305222.00,13.60,15.54,19.57,1468.82
Commerl. Synbags,539986,COMSYN,INE073V01015,Industrial Products,Packaging,288.72,1164.67,49.27,298.00,175.69,3.11,112.96,59.18,9.68,91.30,5.06,7.11,36.15,9.37,6.25,8.54,0.00,36.88,111.26,14.18,402.91,13.22,21.17,9.68,31.58,15.01,16.86,75.84,8.94,5.50,32.49,8.04,174.56,13.96,2.32,75.35,6.03,2.19,5.58,133.49,22.79,172.43,23.39,6.70,108.30,5378.00,5832.00,4810.00,0.00,0.06,40.77,5.58
Concord Biotech,543960,CONCORDBIO,INE338H01029,Pharmaceuticals & Biotechnology,Pharmaceuticals,1542.20,16133.91,408.66,2664.00,1337.42,11.77,0.63,44.08,61.19,43.74,42.57,90.02,-32.03,72.96,67.78,62.90,0.00,56.74,253.99,2.81,1111.60,-6.45,27.71,61.19,284.35,17.43,12.57,-20.42,23.49,5.26,263.78,244.52,1335.36,90.37,6.97,67.06,1.18,8.38,9.28,2009.29,487.69,843.15,35.48,7.99,260.52,83325.00,82249.00,82045.00,7.53,9.37,39.04,9.28
Concord Control,543619,,INE0N0J01014,Industrial Manufacturing,Industrial Products,2272.30,2359.42,62.53,3069.85,2348.49,25.98,53.99,65.57,24.88,73.02,14.38,16.02,55.31,,,,0.00,55.65,,,210.47,69.27,72.57,24.88,42.40,30.64,25.84,87.20,19.30,-17.06,-55.35,-6.98,2349.26,,,36.41,14.91,-11.57,16.68,198.66,24.43,235.29,38.33,11.29,128.93,1914.00,1883.00,1621.00,0.05,0.63,33.76,16.68
Concord Enviro,544315,CEWATER,INE037Z01029,Other Utilities,Waste Management,271.75,562.42,63.21,860.00,350.64,51.16,167.36,51.43,-17.14,-433.46,5.14,10.42,-224.08,-13.22,-8.18,4.49,0.00,,116.92,-6.35,540.82,-8.97,-16.64,-17.57,-4.72,6.63,4.13,-107.16,-20.08,1.99,-23.16,4.75,351.43,-3.86,-6.39,45.16,89.32,-5.18,65.80,561.22,92.95,699.09,19.19,0.98,85.35,49680.00,49708.00,56092.00,0.37,7.21,41.00,65.80
Confidence Petro,526829,CONFIPET,INE552D01024,Gas,LPG/CNG/PNG/LNG Supplier,79.69,2647.63,379.14,120.00,59.87,7.77,761.30,57.38,61.90,207.04,20.16,31.35,81.88,52.80,21.28,20.41,41.45,19.67,1875.28,90.77,6001.11,72.45,116.60,62.55,134.63,9.23,6.76,47.35,2.60,1.63,399.69,9.63,59.67,133.77,1.57,56.96,157.55,0.60,223.38,1385.26,7.35,1391.73,7.30,1.87,2408.53,100789.00,110008.00,113233.00,0.81,0.19,41.62,223.38
Cons. Finvest,,CONSOFINVT,INE025A01027,Finance,Non Banking Financial Company (NBFC),271.85,879.83,61.77,346.95,231.40,15.05,0.00,74.89,13.00,2.69,12.66,13.77,-5.59,17.16,11.96,15.71,0.00,16.16,16.99,-6.91,61.23,-7.20,3.71,13.00,54.44,5.65,4.95,-44.44,84.53,14.99,-1.45,9.99,230.99,16.82,5.30,47.09,0.04,0.68,0.08,1127.06,1269.55,1.22,14.16,0.76,15.38,16476.00,17145.00,19288.00,2.69,0.02,22.40,0.08
Container Corpn.,531344,CONCOR,INE111A01025,Transport Services,Logistics Solution Provider,517.00,39375.65,2314.13,955.16,505.90,9.27,964.57,54.80,266.74,0.08,266.54,262.65,2.05,344.95,334.98,379.98,0.00,31.70,2378.48,1.02,9085.10,1.65,0.28,268.90,1242.00,12.41,9.81,-6.15,12.45,2.14,1482.23,1711.54,505.79,523.96,4.49,54.82,3663.10,4.42,3487.32,12561.54,1068.61,4762.40,15.91,3.04,2159.76,357912.00,357604.00,340662.00,7.85,29.85,7.49,3487.32
Control Print,522295,CONTROLPR,INE663B01015,IT - Hardware,Computers Hardware & Equipments,601.30,961.73,90.83,1080.00,645.98,33.11,6.82,52.99,3.92,-39.45,6.47,11.19,-64.97,15.82,5.26,18.59,0.00,24.72,123.39,10.21,486.23,10.89,3.84,3.92,38.90,16.45,9.52,-59.12,3.39,1.52,49.62,49.79,646.43,22.05,9.89,54.47,17.19,4.13,24.34,436.86,41.35,327.01,10.80,2.12,115.56,28042.00,27470.00,25794.00,3.07,0.16,43.78,24.34
Coromandel Inter,506395,COROMANDEL,INE169A01031,Fertilizers & Agrochemicals,Fertilizers,1949.70,57519.36,3471.23,2720.00,2063.53,21.98,1506.19,56.35,380.82,-24.59,505.01,175.46,232.83,854.09,488.47,793.44,0.01,30.80,11690.21,21.09,32602.01,23.50,15.94,381.56,1867.49,22.05,16.41,-5.97,4.67,2.83,1557.54,2463.61,2064.68,1178.16,28.89,37.79,3538.34,7.41,493.81,12528.39,2044.10,14007.14,16.71,4.58,8164.77,130118.00,137335.00,143623.00,11.50,19.92,12.07,493.81
Corona Remedies,544644,CORONA,INE02ZQ01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,2103.10,12862.58,304.63,2270.10,1756.14,7.36,164.85,69.00,60.10,29.53,46.40,45.05,33.41,78.32,41.25,52.15,0.00,60.75,431.70,19.54,1479.07,18.16,21.90,60.10,211.73,33.29,29.53,27.94,14.23,6.62,229.48,190.49,1752.65,93.45,12.81,51.83,69.27,1.10,44.12,684.81,25.40,348.31,39.52,17.24,422.43,20185.00,19609.00,,3.63,12.90,14.47,44.12
Cosmic CRF,543928,,INE0ORA01015,Industrial Products,Iron & Steel Products,1387.85,1277.69,84.63,2210.00,1145.31,8.69,133.11,55.11,26.06,127.60,11.45,24.50,6.37,,,,0.00,25.27,,,716.60,78.42,77.46,26.06,50.56,13.60,11.89,106.36,6.32,,23.76,-72.60,1142.87,,,60.76,176.23,,110.70,437.01,0.00,506.08,15.36,2.86,412.15,3452.00,3534.00,3123.00,0.09,10.39,34.42,110.70
Cosmo First,508814,COSMOFIRST,INE757A01017,Industrial Products,Packaging,924.30,2426.26,485.20,1428.00,794.39,9.19,1680.38,40.78,53.75,25.38,42.87,41.51,45.62,54.81,29.50,46.69,0.00,14.15,1267.68,37.94,4004.23,33.23,45.69,53.75,171.45,11.23,10.45,18.01,4.61,0.55,396.73,166.37,793.09,139.46,20.88,54.95,26.85,-4.11,58.83,1590.37,394.07,1524.31,7.84,1.50,1165.54,37610.00,36773.00,37518.00,2.40,1.49,54.21,58.83
Craftsman Auto,543276,CRAFTSMAN,INE00LO01017,Auto Components,Auto Components & Equipments,10539.00,27564.16,1285.77,10995.65,8376.08,4.15,3623.48,42.41,150.55,99.22,75.57,116.78,29.32,188.21,107.11,90.86,0.00,58.84,2704.35,35.11,8716.85,37.85,36.30,150.55,468.42,13.91,12.49,102.83,6.19,4.89,521.68,283.33,8354.34,418.80,71.96,58.20,123.23,-8.08,178.78,3252.13,13.54,3271.77,21.57,7.70,2431.58,64028.00,59164.00,65341.00,17.28,32.90,7.41,178.78
Creative Newtech,544631,CNL,INE985W01018,Commercial Services & Supplies,Trading & Distributors,1215.40,1825.13,103.94,1282.75,792.72,5.25,324.26,56.62,13.54,33.01,10.18,17.79,-23.89,31.79,23.37,18.95,0.00,24.78,987.23,50.55,2786.65,49.10,20.82,13.54,73.65,18.75,21.38,35.89,2.84,-2.28,-273.10,21.86,788.47,40.16,21.17,64.20,55.23,-17.46,22.18,348.61,2.75,921.66,18.70,5.02,476.09,9062.00,8832.00,9350.00,0.27,1.28,41.83,22.18
Credent Connect N Care,,CREDENT,INE1KPX01025,Commercial Services & Supplies,Diversified Commercial Services,355.35,647.55,29.10,380.00,376.23,6.49,21.95,,7.61,,,,,,,,,35.10,,,214.16,,,7.61,18.45,,42.13,,8.45,,-6.62,,376.44,,,,,,2.21,30.54,0.00,63.05,22.93,,90.03,,,,,,,2.21
CreditAcc. Gram.,541770,CREDITACC,INE741K01010,Finance,Microfinance Institutions,1440.20,23108.64,3001.41,1796.00,1369.72,11.88,23641.13,66.21,493.39,719.72,60.19,339.55,45.31,413.34,252.09,125.81,0.00,19.08,1738.77,15.28,6379.52,11.86,21.92,493.39,1210.84,9.98,10.51,524.34,27.66,-0.79,-2770.36,1125.16,1369.01,981.03,25.76,38.07,1442.74,-7.30,1326.64,7682.02,1075.35,2016.27,12.47,2.94,1783.49,79071.00,83884.00,101902.00,13.48,12.67,7.64,1326.64
Credo Brands,544058,MUFTI,INE220Q01020,Retailing,Speciality Retail,78.63,514.19,168.84,324.80,92.44,39.84,228.15,54.99,2.29,-63.65,6.30,15.23,-84.96,13.93,7.02,18.87,0.00,11.58,165.34,0.99,597.43,-2.74,4.44,2.29,44.42,14.38,11.99,-31.60,1.83,0.41,132.34,159.12,92.58,41.40,2.13,43.68,45.39,13.78,72.61,425.53,0.00,445.93,4.16,1.17,125.27,71056.00,72261.00,73113.00,0.51,3.04,41.45,72.61
Crest Ventures,511413,CREST,INE559D01011,Finance,Non Banking Financial Company (NBFC),372.35,1059.33,90.31,621.65,368.79,17.26,282.04,69.84,11.34,-54.98,25.19,8.35,34.04,4.73,9.85,3.74,0.00,32.11,18.85,-36.19,126.27,-33.55,-52.08,11.46,32.99,5.67,3.75,-48.81,37.90,-0.56,46.15,-14.15,368.75,8.86,1.64,53.04,82.59,0.01,184.14,1278.77,407.99,1048.27,16.38,0.81,30.24,8651.00,9115.00,10431.00,1.71,0.00,27.81,184.14
CRISIL,500092,CRISIL,INE007A01025,Finance,Other Financial Services,4513.40,33006.50,1128.76,6955.40,4380.27,11.76,334.66,66.64,216.46,26.16,171.57,233.26,-7.20,285.07,241.50,193.10,0.00,37.32,1140.23,25.13,4125.86,22.03,27.56,216.46,884.32,32.55,24.46,21.53,20.13,4.18,755.58,765.06,4378.93,333.61,38.98,57.03,304.45,21.74,323.34,3264.05,1000.01,2543.62,24.37,10.09,1075.39,88482.00,81755.00,68832.00,6.38,12.95,14.02,426.46
Crizac,544439,CRIZAC,INE0S4R01014,Retailing,Internet & Catalogue Retail,178.83,3129.21,314.66,387.95,225.20,53.90,1.84,79.94,47.13,2.88,45.81,75.04,-38.03,53.87,50.53,48.34,0.00,14.19,182.74,12.63,1033.83,15.17,-3.98,46.17,220.45,52.34,40.29,38.40,22.95,,144.14,183.58,225.67,58.52,3.08,43.14,173.91,18.22,165.04,549.60,31.00,574.42,9.44,5.35,201.21,62067.00,59200.00,207716.00,1.61,3.22,15.22,165.04
Crompton Gr. Con,539876,CROMPTON,INE299U01018,Consumer Durables,Household Appliances,238.25,15341.27,808.50,512.80,269.52,29.41,191.52,0.00,140.32,12.12,125.15,116.41,126.14,136.56,98.25,70.10,0.00,33.80,1785.70,9.44,7396.99,7.40,11.20,140.32,453.93,18.98,10.33,-14.47,6.94,1.86,637.42,716.04,269.84,172.79,2.12,34.97,338.84,17.27,170.03,3049.29,2072.51,2101.08,18.63,4.83,2022.47,305022.00,312417.00,260723.00,19.89,66.46,13.63,170.03
Cryogenic OGS,544440,,INE0TL001013,Industrial Manufacturing,Industrial Products,376.85,538.14,12.94,408.45,233.39,7.74,0.00,74.29,4.47,35.05,3.31,4.58,-19.02,,,,0.00,62.43,,,40.82,24.07,1.39,4.47,8.62,29.56,20.61,42.24,22.62,13.65,7.99,1.94,231.94,,,62.49,11.07,7.68,32.78,40.37,2.46,46.51,39.05,9.85,19.76,682.00,440.00,,0.00,1.65,24.06,32.78
CSB Bank,542867,CSBBANK,INE679A01013,Banks,Private Sector Bank,347.75,6032.97,3742.64,574.70,367.94,39.49,51400.36,40.00,150.04,26.51,118.60,201.58,-25.57,245.39,152.67,160.33,0.00,9.08,1376.18,24.07,4751.57,24.84,23.67,150.04,664.62,7.05,13.46,10.94,11.66,-0.99,-313.65,-5255.52,368.14,764.52,14.14,61.53,3187.29,-2.84,4016.65,4720.75,11955.29,5139.16,13.96,1.23,1287.32,67652.00,65328.00,65044.00,12.63,15.07,30.11,4016.65
CSL Finance,530067,CSLFINANCE,INE718F01018,Finance,Non Banking Financial Company (NBFC),229.74,523.41,197.94,545.00,246.74,29.29,855.70,48.16,22.15,3.89,21.32,19.53,14.06,34.53,20.92,24.46,0.00,6.01,76.02,19.40,266.60,19.33,17.70,22.15,87.06,14.42,14.83,16.20,31.66,-0.31,-56.65,-172.24,246.91,58.64,15.16,60.40,80.51,-8.86,92.69,599.09,0.00,98.96,6.26,0.84,69.97,8342.00,8226.00,8881.00,0.10,3.54,46.90,92.69
Cube Highways,543899,CUBEINVIT,INE0NR623014,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",156.11,20982.27,3182.20,165.00,142.69,5.39,17664.71,,61.11,13184.78,0.46,134.84,-54.73,162.62,41.04,40.22,50.26,75.69,1338.71,27.30,4421.24,27.80,19.31,61.11,277.21,6.44,1.38,808.43,5.42,0.98,3802.95,2916.36,142.55,968.18,1.21,46.51,1455.88,9.67,813.91,-3656.92,500.10,2880.22,11.29,2.14,1126.63,,,,,,,813.91
Cummins India,500480,CUMMINSIND,INE298A01020,Industrial Products,"Compressors, Pumps & Diesel Engines",5200.00,144144.00,3378.68,6142.80,4957.82,15.35,36.51,51.00,609.30,2.54,594.21,624.80,-6.18,680.20,486.06,622.33,0.00,59.09,3683.18,16.18,12662.38,15.30,17.86,609.30,2439.50,39.50,30.24,14.45,17.78,9.25,1734.26,1682.59,4955.39,744.91,24.54,39.61,2510.29,16.37,2374.07,8419.72,2153.22,6561.75,41.72,17.01,3426.01,173450.00,161993.00,159665.00,21.19,19.06,8.65,2374.07
Cupid,530843,CUPID,INE509F01029,Personal Products,Personal Care,283.99,38187.02,150.43,299.00,144.41,5.02,56.38,46.24,44.16,194.01,15.02,36.26,21.79,76.10,32.87,24.12,8.03,277.91,203.20,125.25,483.64,116.02,142.49,44.16,137.41,33.46,27.30,188.13,28.13,178.09,46.12,-11.14,143.01,79.67,0.57,65.95,68.57,-2.02,186.45,316.38,74.87,385.44,198.91,84.70,156.99,295432.00,209610.00,99813.00,4.17,0.34,49.23,186.45
CWD,543378,,INE0H8H01019,Consumer Durables,Consumer Electronics,326.15,742.31,26.79,485.00,302.89,23.26,79.99,57.35,6.76,56.12,4.33,4.19,50.84,,,,0.00,66.75,,,146.83,346.29,293.56,6.32,11.12,17.98,12.98,343.03,5.98,-5.87,-48.35,2.75,302.65,,,58.37,27.26,-23.21,57.44,90.82,0.37,191.30,28.55,6.41,105.67,966.00,956.00,836.00,0.00,0.28,42.37,57.44
Cyient,532175,CYIENT,INE136B01020,IT - Services,IT Enabled Services,1047.70,11645.50,1068.20,2458.95,974.28,18.45,431.10,24.70,104.10,-32.31,153.80,68.85,65.95,141.89,97.20,142.90,0.00,28.57,1927.00,8.20,7632.10,3.19,21.26,108.70,407.55,12.28,8.61,-34.86,5.24,1.33,787.40,789.90,973.55,236.61,12.22,79.82,1314.20,10.51,1506.30,5626.30,457.40,4456.80,10.09,2.05,2075.70,226950.00,206248.00,209171.00,14.53,37.49,22.74,1506.30
Cyient DLM,543933,CYIENTDLM,INE055S01018,Aerospace & Defense,Aerospace & Defense,797.90,6334.00,163.29,883.80,492.29,0.80,172.27,52.11,16.29,118.36,7.46,22.44,-27.41,16.45,11.23,32.15,0.00,77.14,319.84,2.96,1356.86,-11.90,34.25,16.29,82.11,9.90,7.49,26.44,4.36,,53.90,-62.39,489.22,32.90,2.07,73.12,287.78,-5.68,125.80,932.74,30.23,1202.30,36.82,6.26,373.80,98926.00,104644.00,110618.00,0.24,29.19,18.45,125.80
D B Corp,533151,DBCORP,INE950I01011,Media,Print Media,203.71,3631.23,574.90,447.85,222.40,29.73,262.22,74.50,100.73,24.60,80.84,62.19,61.97,107.92,95.51,93.46,0.00,10.32,642.45,4.56,2399.81,3.95,7.92,100.73,351.89,18.28,14.31,5.37,16.68,0.74,365.21,414.32,222.59,141.08,6.05,37.33,1007.43,14.06,876.13,2250.56,67.35,1648.03,5.03,1.49,603.74,41178.00,40879.00,43259.00,11.85,4.24,9.41,876.13
D-Link India,533146,DLINKINDIA,INE250K01012,IT - Hardware,Computers Hardware & Equipments,443.80,1575.71,136.64,728.80,455.76,19.19,14.81,51.02,27.61,13.25,24.38,27.61,0.00,35.71,26.69,25.38,0.00,14.69,465.45,23.59,1672.50,20.48,30.50,27.61,107.29,25.89,18.14,2.15,6.04,2.38,14.89,89.96,455.88,38.24,10.06,48.52,80.85,14.84,66.09,498.58,136.25,623.32,9.95,3.12,456.96,73430.00,72775.00,72843.00,1.35,0.01,47.62,66.09
D.P. Abhushan,544161,DPABHUSHAN,INE266Y01019,Consumer Durables,"Gems, Jewellery And Watches",1506.10,3438.11,309.67,1927.80,1241.00,9.99,290.04,74.89,64.45,76.96,36.42,50.60,27.37,119.77,73.35,51.46,0.00,14.33,1476.42,52.58,4377.16,30.80,57.74,64.45,239.86,39.57,40.87,93.37,7.56,-35.44,-97.31,-18.93,1238.33,129.04,52.47,60.21,22.90,-6.81,25.75,609.78,12.50,1051.24,10.63,5.43,852.40,10316.00,9315.00,9234.00,0.23,0.00,24.88,25.75
Dabur India,500096,DABUR,INE016A01026,Personal Products,Personal Care,392.20,69574.59,3029.23,672.00,455.39,32.03,1287.32,66.24,590.88,14.98,513.91,368.60,61.92,488.52,553.61,444.79,0.00,35.07,3456.37,8.31,13552.38,7.40,10.57,586.16,1983.72,20.28,17.00,11.36,15.57,2.82,2578.62,1986.75,456.03,648.53,2.75,27.65,578.01,13.41,562.07,11242.15,8947.26,4290.49,22.30,6.09,3764.39,479265.00,469624.00,520024.00,9.66,18.60,5.37,562.07
Dalmia Bharat,500097,DALMIASUG,INE495A01022,Agricultural Food & other Products,Sugar,481.10,3893.99,510.15,606.38,360.87,7.48,1803.17,74.92,7.72,-80.34,39.26,104.47,-93.32,11.80,69.56,23.32,0.00,18.98,923.93,-6.55,3525.39,-5.24,-9.85,6.91,205.17,8.18,7.30,-43.56,0.81,1.01,219.42,409.84,359.66,75.34,1.46,66.18,310.95,-1.78,331.71,3226.23,1338.61,2312.50,10.96,1.20,848.19,46453.00,45646.00,43981.00,0.52,0.27,24.13,331.71
Dalmia BharatLtd,542216,DALBHARAT,INE00R701025,Cement & Cement Products,Cement & Cement Products,1898.00,35600.02,3199.00,2548.40,1899.82,23.97,7406.00,55.84,322.70,-15.27,380.86,395.28,-51.27,252.24,128.00,239.00,0.00,32.41,3650.66,6.84,15058.00,7.60,6.99,192.00,1098.42,7.59,6.11,19.02,8.47,1.27,2278.00,2117.00,1899.84,737.47,13.17,60.41,158.00,-0.49,224.00,17941.00,5878.00,3672.00,12.90,1.98,3890.00,72957.00,63680.00,76773.00,6.81,19.95,17.26,224.00
Dam Capital Advi,544316,DAMCAPITAL,INE284H01025,Capital Markets,Stockbroking & Allied,150.02,1060.43,120.89,456.90,173.43,47.55,3.32,40.00,0.15,-34.78,0.23,0.25,-40.00,,20.06,52.15,0.00,14.60,,,236.12,-5.21,-3.21,0.15,72.61,35.36,24.42,-29.92,0.50,2.06,37.11,47.23,173.67,,,49.63,243.53,-58.97,298.43,317.77,5.90,347.26,6.33,3.19,29.86,143847.00,144954.00,159171.00,0.99,7.86,51.14,298.43
Danish Power,,DANISH,INE0YU901016,Electrical Equipment,Heavy Electrical Equipment,800.80,1576.90,99.80,1316.00,811.09,26.86,2.17,73.62,41.17,9.23,37.69,29.31,40.46,,,,0.00,22.52,,,520.90,22.57,18.61,41.17,70.01,23.75,18.03,20.02,13.29,8.33,46.89,-20.30,811.19,,,46.36,124.97,-3.85,24.00,436.19,30.52,334.65,15.58,3.46,309.84,5919.00,6216.00,4891.00,0.27,4.01,22.11,24.00
Danlaw Tech.,532329,,INE310B01013,Industrial Manufacturing,Industrial Products,1691.25,823.75,40.36,2310.00,943.93,0.00,29.80,61.87,5.93,70.89,3.47,9.54,-37.84,9.50,4.48,5.50,0.00,32.37,83.61,27.50,280.90,24.10,34.60,5.93,25.45,27.22,26.06,34.51,8.04,6.14,20.62,10.12,936.42,12.08,19.50,79.78,22.36,11.01,26.58,94.85,0.00,133.48,19.13,8.26,73.72,7849.00,8268.00,8878.00,0.00,0.02,37.20,26.58
Data Pattern,543428,DATAPATTNS,INE0IX101010,Aerospace & Defense,Aerospace & Defense,4779.40,26756.98,379.74,5000.00,3735.48,4.41,5.27,42.41,22.06,-13.49,25.50,138.38,-84.06,116.68,58.30,49.19,0.00,99.00,427.59,39.07,941.47,33.81,16.81,22.06,270.26,21.92,15.24,25.98,19.01,65.80,80.15,-89.88,3724.99,133.83,20.84,57.85,126.40,-2.79,93.83,1724.77,328.85,1139.36,67.01,15.41,116.03,214100.00,200453.00,230210.00,12.50,11.98,33.11,93.83
Datamatics Glob.,532528,DATAMATICS,INE365B01017,IT - Services,IT Enabled Services,798.70,4720.83,427.68,1120.00,791.32,24.22,220.93,66.33,72.32,43.55,50.38,58.97,61.27,76.47,36.34,63.39,0.00,18.60,545.40,11.25,2033.50,13.17,9.91,72.36,253.79,20.81,16.45,38.73,14.08,1.81,323.99,223.72,791.24,104.66,12.93,36.55,227.96,13.35,153.47,1514.38,638.90,1123.03,10.44,3.06,513.91,48772.00,48119.00,51102.00,0.50,0.10,33.07,153.47
DC Infotech,543636,DCI,INE0A1101019,IT - Hardware,Computers Hardware & Equipments,402.80,660.59,37.25,475.00,289.31,15.20,87.07,62.20,4.71,16.30,4.05,5.79,-18.65,7.05,6.48,5.01,0.00,30.04,198.73,29.53,755.82,29.13,12.90,4.71,21.99,22.98,23.67,41.87,2.82,-5.22,-37.35,-3.80,288.17,10.05,4.30,73.28,23.36,-11.93,25.19,91.49,0.24,363.82,18.41,6.12,167.20,8851.00,9404.00,10338.00,1.16,0.00,36.63,25.19
DCB Bank,532772,DCBBANK,INE503A01015,Banks,Private Sector Bank,213.83,6888.51,6030.99,244.65,177.66,2.85,78669.71,16.22,213.20,35.57,157.26,205.65,3.67,308.02,184.74,183.91,0.00,8.75,2013.43,10.46,7575.21,11.48,9.41,213.20,787.50,7.40,11.96,22.81,10.74,0.41,6639.89,-441.00,177.30,1405.32,9.56,69.18,2507.48,2.64,3212.28,6213.09,20378.00,6542.24,13.57,1.05,1984.31,177116.00,181785.00,209881.00,13.48,32.28,38.03,3212.28
DCM Shriram,523367,DCMSHRIRAM,INE499A01024,Diversified,Diversified,1050.10,16375.50,1664.27,1502.30,1100.20,25.76,2923.17,66.53,618.37,445.40,113.38,345.26,87.01,192.93,212.64,158.72,0.00,11.95,3623.01,10.74,13840.48,11.05,9.27,693.44,1369.96,11.51,11.50,121.91,17.37,1.15,1233.80,1126.96,1100.70,369.90,12.36,53.89,986.08,0.40,854.43,7680.62,135.98,5501.44,10.65,2.12,3564.24,54377.00,55220.00,59672.00,3.89,8.45,20.44,854.43
DCM Shriram Intl,544702,DCMSIL,INE0OU201013,Textiles & Apparels,Other Textile Products,75.25,654.62,30.48,105.27,66.52,28.52,74.17,50.11,0.03,-99.07,3.22,1.14,100.16,,3.89,-2.63,0.00,269.39,,,445.53,-21.36,-4.93,0.03,2.43,3.57,2.75,-83.41,0.03,,38.59,50.61,66.43,,,45.93,35.91,,36.18,355.89,16.85,305.52,23.43,1.75,108.59,41791.00,43344.00,,1.20,12.55,36.04,36.18
DCW,500117,DCW,INE500A01029,Chemicals & Petrochemicals,Petrochemicals,46.78,1380.74,240.66,113.00,51.66,40.26,290.04,45.59,34.55,203.34,11.39,18.08,91.10,12.85,4.90,13.81,3.82,19.35,606.95,12.56,2209.99,11.82,13.97,34.55,71.34,9.69,4.57,104.88,6.38,0.49,277.97,190.75,51.71,54.16,0.44,55.64,215.09,11.09,204.33,1015.78,19.80,716.72,6.54,1.28,541.91,108567.00,107475.00,109256.00,6.11,0.05,48.25,204.33
DCX Systems,543650,DCXINDIA,INE0KL801015,Aerospace & Defense,Aerospace & Defense,176.11,1961.63,27.98,451.90,197.96,38.42,2.92,52.17,-8.66,-313.30,4.06,-0.30,-2786.67,-10.31,-2.43,-9.04,0.00,,100.08,-48.10,624.31,-46.54,-53.58,-8.66,-20.43,0.87,-0.53,-151.09,-8.40,-3.54,2.30,495.90,198.18,-6.96,-0.93,45.28,1003.50,0.12,764.84,1490.74,0.04,1613.96,109.66,1.30,103.13,160726.00,163978.00,155406.00,1.72,2.69,43.43,764.84
DDev Plastiks,543547,DDEVPLSTIK,INE0HR601026,Chemicals & Petrochemicals,Specialty Chemicals,276.25,2858.54,320.27,458.50,271.82,23.26,56.83,74.99,63.79,22.32,52.15,54.52,17.00,60.05,48.04,47.11,0.00,13.39,801.60,17.86,3168.10,15.32,28.63,63.79,213.46,31.00,21.84,9.35,6.45,2.24,84.51,137.20,271.78,76.01,5.80,47.67,42.99,5.55,43.38,1002.95,21.42,1070.51,8.40,2.82,989.45,33896.00,33725.00,37985.00,1.47,0.09,23.46,43.38
Dec.Gold Mines,512068,DECNGOLD,INE945F01025,Non - Ferrous Metals,Precious Metals,230.96,4589.21,-44.81,250.80,158.27,7.91,51.02,20.53,-6.61,73.23,-24.69,7.62,-252.36,,-22.19,-19.88,0.00,,,,14.40,158.53,57.89,-8.73,-34.52,-13.09,-14.09,63.91,-1455.00,-11.31,-52.33,-50.70,157.54,,,56.54,18.27,-19.49,12.24,476.16,191.82,105.56,-143.33,9.22,0.60,61047.00,52123.00,40274.00,2.14,0.53,76.80,12.24
Deccan Cements,502137,DECCANCE,INE583C01021,Cement & Cement Products,Cement & Cement Products,577.15,808.44,84.30,1183.95,658.69,51.25,752.69,56.24,-5.11,-133.29,15.35,-8.12,-160.17,-6.84,-0.56,9.07,0.00,,211.25,50.56,704.39,39.38,45.68,-2.84,-4.72,3.31,2.42,-123.53,-2.33,,75.57,-37.64,659.51,21.89,-4.88,58.95,144.37,,90.51,743.66,0.10,280.19,18.94,1.08,219.34,10778.00,10857.00,11529.00,14.65,0.85,28.25,90.51
