Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Market Capitalization,EBIDT last year,High price all time,DMA 200,Down from 52w high,Debt,Promoter holding,Profit after tax latest quarter,YOY Quarterly profit growth,Profit after tax preceding year quarter,Profit after tax preceding quarter,QoQ Profits,Expected quarterly net profit,Net profit 2quarters back,Net profit 3quarters back,Pledged percentage,Price to Earning,Expected quarterly sales,Expected quarterly sales growth,Sales,Sales growth,YOY Quarterly sales growth,Net Profit latest quarter,Profit after tax,Return on capital employed,Return on equity,Profit growth,NPM latest quarter,Mkt Cap To Debt Cap,Cash from operations last year,Cash from operations preceding year,DMA 200 previous day,Expected quarterly operating profit,Expected quarterly EPS,RSI,Cash end of preceding year,CROIC,Cash end of last year,Reserves,Investments,Current assets,EVEBITDA,Price to book value,Sales latest quarter,Number of Shareholders,Number of Shareholders preceding quarter,Number of Shareholders 1year back,FII holding,DII holding,Public holding,Cash Equivalents
DEE Development,544198,DEEDEV,INE841L01016,Industrial Manufacturing,Industrial Products,637.00,4792.75,207.85,760.00,475.25,16.18,705.41,65.13,16.15,22.35,13.20,26.35,-41.91,28.05,18.55,17.79,0.00,58.45,374.66,38.76,1212.70,40.01,31.60,16.08,81.99,10.92,9.33,52.85,5.46,13.37,19.55,-60.16,473.63,62.69,3.73,47.00,47.56,-9.89,84.37,821.12,0.00,1160.39,24.60,4.96,294.46,44179.00,50143.00,50039.00,4.67,14.16,16.04,84.37
Deep Industries,543288,DEEPINDS,INE0FHS01024,Oil,Oil Equipment & Services,664.65,4253.76,424.45,721.35,492.95,7.86,202.98,63.49,85.36,45.12,58.82,193.92,1334.63,103.26,71.35,71.22,0.00,10.26,321.76,45.58,970.14,48.75,39.81,89.14,414.75,16.47,19.19,132.59,31.96,1.94,270.09,209.95,491.23,128.22,15.45,58.51,51.26,1.49,52.78,1967.16,141.85,700.55,9.54,2.13,278.92,37020.00,37304.00,39019.00,1.47,1.53,33.50,52.78
Deepak Fertilis.,500645,DEEPAKFERT,INE501A01019,Chemicals & Petrochemicals,Commodity Chemicals,1479.30,18674.36,1768.18,1778.60,1369.69,12.01,5670.28,45.63,490.04,101.52,243.17,139.39,251.56,428.17,141.49,214.02,5.47,18.98,3487.83,16.04,12103.54,13.63,22.47,490.04,984.12,11.42,10.90,0.30,15.05,1.65,206.23,1879.66,1368.59,646.97,33.92,44.40,443.77,-1.97,536.22,6718.33,133.41,5904.95,11.33,2.73,3256.26,178847.00,196724.00,208392.00,10.02,14.69,29.68,536.22
Deepak Nitrite,506401,DEEPAKNTR,INE288B01029,Chemicals & Petrochemicals,Specialty Chemicals,1776.70,24232.95,1032.06,3169.00,1698.50,6.71,1637.72,49.34,345.02,207.50,112.20,219.74,56.94,255.59,99.82,118.75,0.00,30.59,2206.34,16.01,8574.79,7.12,36.39,345.01,792.24,11.37,9.82,30.54,13.38,2.76,538.95,624.70,1697.72,340.61,18.74,58.40,406.56,-4.90,269.01,5809.55,213.28,2875.39,18.54,4.15,2577.60,382905.00,396798.00,416258.00,6.24,23.76,20.65,269.01
Delhivery,543529,DELHIVERY,INE148O01028,Transport Services,Logistics Solution Provider,449.00,33637.60,1005.83,708.45,448.30,14.35,1462.57,0.00,31.91,-64.95,91.05,70.90,-55.93,-97.31,39.59,-50.50,0.00,282.01,3212.69,25.53,11145.04,23.10,27.76,31.91,119.28,2.82,1.87,-40.00,1.09,8.00,911.46,567.36,448.30,149.37,-1.30,38.50,335.97,-2.14,244.34,9612.09,2961.49,4977.15,35.28,3.47,2930.73,175609.00,167299.00,177546.00,41.93,43.07,15.00,244.34
Delta Corp,532848,DELTACORP,INE124G01033,Leisure Services,Amusement Parks/ Other Recreation,60.72,1625.91,173.93,401.60,68.42,37.52,48.98,34.46,94.16,219.62,29.46,20.63,-1392.22,17.40,14.28,25.10,0.00,10.55,164.69,-9.89,672.84,-9.24,-8.48,-212.57,154.17,5.08,3.52,3.33,55.86,1.02,135.00,49.36,68.50,30.77,0.65,44.72,90.73,-3.94,77.41,2224.91,281.86,296.27,9.94,0.72,168.55,340453.00,338725.00,364983.00,1.18,0.24,64.11,77.41
Den Networks,533137,DEN,INE947J01015,Entertainment,TV Broadcasting & Software Production,27.68,1320.96,212.91,256.00,29.43,25.89,20.04,74.90,36.71,-32.29,54.22,38.40,-5.05,-7.23,40.38,35.17,0.00,8.91,237.27,-1.72,975.78,-2.34,0.62,34.59,148.26,3.23,1.17,-28.98,14.25,1.49,-16.59,18.30,29.45,14.28,-0.15,48.71,1695.22,-0.43,3138.67,3308.04,209.80,3402.83,-6.46,0.35,242.77,147480.00,148675.00,163348.00,0.35,0.05,24.61,3138.67
Denta Water,544345,DENTA,INE0R4L01018,Other Utilities,Water Supply & Management,285.60,762.55,83.49,479.60,307.36,40.45,12.10,71.91,11.17,-39.78,18.55,9.11,22.61,19.96,14.31,18.93,0.00,14.25,76.56,3.09,241.76,9.36,-12.81,11.17,53.52,18.84,14.04,-8.17,19.04,-8.51,-34.50,-71.89,307.58,20.55,7.48,33.35,199.72,-6.14,91.45,432.29,70.93,375.88,9.24,1.66,58.66,42455.00,40910.00,39787.00,0.00,0.32,27.77,91.45
Devyani Intl.,543330,DEVYANI,INE872J01023,Leisure Services,Restaurants,149.36,18415.19,914.78,227.75,128.08,21.88,3833.15,61.37,14.65,277.58,3.88,-13.59,273.88,-15.26,-10.98,-23.95,0.00,,1593.01,15.71,5835.03,14.72,16.47,17.11,-7.77,4.75,-1.56,31.40,1.08,2.00,926.52,900.22,127.87,241.87,-0.11,71.77,181.37,7.82,494.80,1418.53,2.46,852.42,22.94,11.94,1580.52,252889.00,252963.00,245827.00,6.81,18.84,12.97,494.80
Dhabriya Poly.,538715,DHABRIYA,INE260R01016,Industrial Products,Plastic Products - Industrial,548.95,594.20,56.08,603.00,395.29,8.96,76.48,67.75,8.86,35.47,6.54,8.32,6.49,11.91,7.66,7.61,0.00,18.31,75.27,12.35,270.70,13.50,10.02,8.86,32.45,25.64,26.27,62.98,12.97,2.94,8.18,17.08,393.75,16.24,11.01,62.37,7.48,-0.41,6.43,118.77,0.01,119.99,11.17,4.59,68.31,7032.00,7235.00,7486.00,1.51,0.45,30.29,6.43
Dhampur Bio,543593,DBOL,INE0I3401014,Agricultural Food & other Products,Sugar,127.73,847.97,165.01,229.00,104.84,8.11,1060.46,50.78,-13.75,2.41,-14.09,38.41,-20.49,-11.82,16.90,-15.99,0.00,33.16,592.75,6.29,2036.48,7.92,8.21,36.79,25.57,4.98,2.61,1041.52,-2.58,0.92,219.86,129.57,104.61,19.91,-1.78,63.32,38.98,-1.30,36.16,960.25,2.37,1179.02,12.11,0.83,532.89,44537.00,45149.00,49005.00,0.29,0.82,47.08,36.16
Dhampur Sugar,500119,DHAMPURSUG,INE041A01016,Agricultural Food & other Products,Sugar,183.67,1181.12,196.68,528.44,142.75,8.13,899.15,49.86,6.03,609.41,0.85,45.64,-86.67,1.56,26.54,-7.82,0.00,16.81,505.41,0.24,1998.64,1.27,5.98,6.09,70.28,6.43,5.47,36.47,1.10,0.61,243.09,200.69,142.33,33.08,0.24,71.16,124.21,4.64,12.96,1133.06,263.57,1036.21,10.19,0.99,552.62,84980.00,86339.00,92063.00,1.95,1.14,47.05,12.96
Dhanlaxmi Bank,532180,DHANBANK,INE680A01011,Banks,Private Sector Bank,33.21,1310.79,1117.37,172.46,29.84,9.88,20262.76,0.00,24.91,104.52,12.18,43.49,-42.72,56.68,23.88,23.20,0.00,11.35,471.38,22.88,1683.08,21.80,22.19,24.91,115.48,5.81,7.16,33.01,5.54,0.52,631.49,-4.79,29.81,281.54,1.44,51.61,992.39,0.93,947.96,1118.51,4527.34,1704.28,17.58,0.87,449.36,163114.00,172047.00,181297.00,14.21,0.05,85.74,764.11
Dhanuka Agritech,507717,DHANUKA,INE435G01025,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,985.20,4391.86,443.08,1975.00,1121.98,40.45,30.64,69.81,36.30,-34.59,55.50,97.77,-62.87,83.29,40.00,93.97,0.00,16.39,571.25,-4.51,1953.44,-5.62,-12.56,36.30,268.04,23.76,18.46,-11.70,7.86,2.11,196.20,262.66,1123.35,103.14,18.68,39.65,1.38,6.03,19.68,1672.86,371.25,1240.43,10.50,2.64,461.93,42508.00,38445.00,41813.00,1.64,18.71,9.83,19.68
Dharmaj Crop,543687,DHARMAJ,INE00OQ01016,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,269.55,911.01,108.88,391.25,264.32,29.07,131.91,70.40,38.05,16.75,32.59,3.99,853.63,26.96,0.77,17.35,0.00,15.14,373.31,7.50,1154.68,8.61,4.55,38.05,60.16,16.45,12.97,14.90,9.91,5.48,27.69,38.68,264.27,37.63,7.98,51.34,3.16,-10.54,6.42,415.31,0.05,512.94,8.95,2.03,384.10,26567.00,27537.00,33427.00,3.13,0.50,25.97,6.42
Dhenu Buildcon,501945,,INE758D01027,Finance,Non Banking Financial Company (NBFC),5.78,3429.73,0.45,165.10,7.98,50.13,160.00,0.04,0.84,180.00,0.30,-2.05,131.70,,0.81,0.24,0.00,,,,1.61,403.12,283.87,0.84,-0.16,0.04,-0.23,-900.00,70.59,-68.32,-0.99,-19.82,8.00,,,13.42,0.02,-0.65,0.04,248.09,0.00,0.04,3042.11,4.08,1.19,1895.00,1895.00,1675.00,0.00,0.00,99.96,0.04
Dhoot Transmission,544867,DHOOTTRANS,INE01NH01023,Auto Components,Auto Components & Equipments,1575.55,32227.57,751.36,1673.50,1205.39,5.85,918.29,82.78,,,,,,,,,0.00,78.31,,,4524.96,31.35,,,411.54,24.36,24.01,16.26,,,347.66,320.21,1201.67,,,,52.79,-0.99,1095.85,2396.65,0.01,2619.89,42.66,,,746831.00,,,2.30,5.84,9.08,1095.85
Dhunseri Invest.,533336,DHUNINV,INE320L01011,Finance,Non Banking Financial Company (NBFC),1115.90,680.38,159.96,2699.00,1014.15,29.06,951.82,74.95,133.18,151.38,52.98,-4.97,5436.57,38.71,-1.18,-33.06,0.00,7.18,83.12,25.58,447.93,-12.41,39.82,193.78,94.81,3.24,0.66,9.03,74.83,0.40,136.98,65.11,1013.13,-29.49,43.63,71.33,223.32,-4.48,119.24,2736.37,3287.32,393.92,5.32,0.25,258.95,10178.00,10282.00,10739.00,0.10,0.04,24.91,119.24
Dhunseri Vent.,523736,DVL,INE477B01010,Industrial Products,Packaging,294.44,1031.13,289.20,558.70,264.25,23.52,951.82,75.00,174.29,136.29,73.76,24.36,615.48,-35.89,6.04,-13.26,0.00,5.40,80.81,16.73,443.46,-20.09,44.85,174.29,190.87,6.74,4.86,44.24,75.26,-1.11,-101.63,-378.33,263.94,-20.64,-10.25,70.68,217.08,-11.66,109.70,3252.54,3096.82,232.29,6.01,0.31,231.59,23040.00,23601.00,25382.00,0.55,1.73,22.70,109.70
Diamond Power,522163,DIACABS,INE989C01038,Electrical Equipment,Other Electrical Equipment,338.30,20232.74,202.17,379.00,205.71,10.74,2459.59,84.02,57.09,197.81,19.17,57.21,6.69,71.76,46.00,25.19,0.00,109.08,940.71,111.25,2348.19,96.48,132.98,57.09,185.49,24.20,,396.76,8.07,-4.35,-12.15,80.55,204.38,91.67,1.20,55.42,12.64,-1.32,46.03,-667.26,3.00,924.54,91.72,,707.31,64103.00,52727.00,48474.00,1.77,0.23,13.98,46.03
DIC India,500089,DICIND,INE303A01010,Chemicals & Petrochemicals,Printing Inks,601.95,552.53,45.70,839.90,533.63,4.60,3.27,71.75,14.27,227.29,4.36,4.24,236.56,10.26,4.56,5.87,0.00,18.01,260.13,16.56,979.57,11.71,25.38,14.27,30.68,6.42,4.51,97.17,5.03,2.34,42.78,16.38,532.95,15.67,11.18,69.50,39.27,1.23,64.65,435.07,0.12,583.26,8.76,1.24,283.95,6260.00,6337.00,6374.00,0.00,0.00,28.24,15.38
Diffusion Eng,544264,DIFFNKG,INE184O01015,Industrial Products,Other Industrial Products,388.80,1455.13,72.09,489.96,341.58,14.34,28.62,69.76,16.61,36.26,12.19,15.99,4.45,12.52,12.01,10.17,0.00,26.32,111.07,32.91,436.07,26.44,36.49,16.68,55.28,15.78,12.39,35.46,15.15,7.85,22.79,8.62,341.11,15.11,3.33,46.55,127.05,-1.52,97.56,367.63,42.99,323.69,17.33,3.59,110.11,21849.00,22256.00,22455.00,0.72,8.42,20.31,97.56
Digilogic Systems,544684,,INE1OOT01028,Aerospace & Defense,Aerospace & Defense,195.45,565.85,16.66,214.80,113.12,9.01,4.06,64.26,8.53,,,1.61,429.81,,,,0.00,55.48,,,77.43,7.45,,8.53,10.20,18.72,14.44,31.44,14.40,38.30,12.63,-10.51,112.29,,,66.23,1.26,-4.06,34.16,102.30,0.00,89.89,32.16,5.23,59.25,976.00,,,2.40,17.39,14.97,34.16
Digitide Solutio,544413,DIGITIDE,INE0U4701011,IT - Services,IT Enabled Services,101.83,1518.40,351.38,279.69,114.64,54.13,530.84,57.33,-1.89,-122.85,8.27,-3.34,158.48,,-2.05,2.91,0.00,1343.72,,,3119.51,-5.77,5.35,2.93,1.13,10.26,-0.74,-104.73,0.38,,262.51,368.44,114.77,,,54.80,184.41,,197.78,689.11,60.65,938.11,5.22,1.81,775.07,81384.00,85011.00,111616.00,7.08,11.30,24.29,197.78
Dilip Buildcon,540047,DBL,INE917M01012,Construction,Civil Construction,413.90,6723.59,2281.16,1248.35,443.62,29.60,8041.43,63.14,112.92,-1.98,115.21,60.90,3.38,25.34,788.98,214.07,14.16,12.04,1598.73,-16.99,8741.38,-19.08,-9.26,128.01,558.63,13.32,10.29,21.88,5.38,0.39,1204.20,131.00,443.92,324.56,1.38,43.29,1158.34,-16.49,327.52,6666.66,1557.02,9402.07,7.14,0.98,2377.78,59900.00,61010.00,64301.00,1.99,6.12,28.75,327.52
Disa India,500068,DISAQ,INE131C01011,Industrial Manufacturing,Industrial Products,11974.00,1741.27,80.94,20900.00,12317.09,18.51,0.00,74.82,10.58,-18.87,13.04,13.18,-19.73,13.87,15.20,12.20,0.00,32.47,103.85,0.14,410.29,3.51,-14.52,10.58,53.63,26.63,19.66,2.90,12.14,4.38,13.21,33.16,12320.54,15.50,95.37,52.06,210.15,5.45,215.59,303.69,0.00,371.63,19.52,5.71,87.16,4735.00,4668.00,4566.00,0.02,8.31,16.86,215.59
Dish TV India,532839,DISHTV,INE836F01026,Entertainment,TV Broadcasting & Software Production,2.75,506.35,22.50,144.05,3.60,54.09,18.74,4.23,-286.30,-202.87,-94.53,-230.47,5.81,-192.09,-276.23,-132.65,11.16,,224.47,-22.90,1099.08,-23.76,-19.29,-286.30,-855.65,,,-248.87,-107.70,0.07,71.20,409.98,3.61,-37.19,-1.04,38.88,160.40,-0.69,146.46,-4226.72,11.56,475.17,-2.39,,265.83,357435.00,359479.00,377590.00,7.80,2.50,85.48,146.46
Dishman Carbogen,540701,DCAL,INE385W01011,Pharmaceuticals & Biotechnology,Pharmaceuticals,175.27,2747.94,621.57,396.55,198.30,45.56,3076.06,59.32,-56.41,-327.64,24.78,22.25,-366.24,-8.93,-12.97,65.27,0.00,151.49,682.05,4.50,2901.49,0.20,-4.29,-57.88,18.14,3.15,1.58,-84.73,-8.32,0.59,491.45,375.23,198.53,110.74,-0.57,42.54,507.03,1.71,991.21,6645.54,91.45,2842.10,9.04,0.41,677.64,49430.00,49009.00,49744.00,6.86,2.06,31.76,991.21
Divgi Torq,543812,DIVGIITTS,INE753U01022,Auto Components,Auto Components & Equipments,1175.90,3596.25,92.30,1318.80,816.35,10.84,1.77,60.56,25.24,182.64,8.93,15.48,63.05,23.00,11.77,10.75,0.00,56.87,152.45,83.75,418.35,76.99,91.32,25.24,63.24,10.21,7.62,131.14,18.40,7.17,41.08,35.21,812.74,34.45,7.52,59.01,284.83,-2.13,294.52,620.17,0.05,450.23,28.76,5.66,137.14,17929.00,18093.00,20784.00,1.86,26.16,11.42,294.52
Divi's Lab.,532488,DIVISLAB,INE361B01024,Pharmaceuticals & Biotechnology,Pharmaceuticals,9025.00,239585.39,3949.00,9043.00,6873.77,0.20,7.00,51.88,902.00,65.50,545.00,751.00,20.11,1009.03,583.00,689.00,0.00,80.42,3216.80,18.48,11230.00,16.35,27.80,902.00,2979.27,21.97,16.53,29.20,29.29,9.56,2738.00,1653.00,6852.15,1156.17,38.01,78.03,3715.00,1.46,3414.00,16708.00,69.00,11096.00,53.45,14.29,3080.00,226324.00,228006.00,259825.00,20.19,19.29,8.53,3414.00
Divine Power,,DPEL,INE0SCO01019,Industrial Products,Cables - Electricals,566.10,1413.27,52.54,599.00,426.77,5.49,155.61,63.20,18.88,,,7.83,141.12,,,,0.00,52.91,,,625.96,,,18.88,26.71,,20.69,,5.45,,-24.75,,425.37,,,51.93,,,6.99,104.13,0.07,247.00,29.73,10.95,346.47,1160.00,938.00,979.00,0.01,0.00,36.79,6.99
Dixon Technolog.,540699,DIXON,INE935N01020,Consumer Durables,Consumer Electronics,14735.00,90092.93,2601.01,19149.80,12903.07,20.23,994.22,28.55,663.42,194.89,224.97,256.41,140.91,431.54,320.56,745.70,0.00,48.00,16973.73,14.26,51584.80,14.34,21.13,717.83,1877.09,41.97,37.43,118.75,4.62,7.98,1782.29,1149.75,12884.66,594.96,65.23,60.61,263.53,6.30,941.06,4664.51,1006.84,13515.39,28.98,19.16,15547.66,470189.00,470326.00,408369.00,17.87,28.38,25.20,941.06
DLF,532868,DLF,INE271C01023,Realty,"Residential, Commercial Projects",672.50,166464.71,3064.70,1225.00,649.68,15.39,305.89,74.08,793.90,4.09,762.67,1240.95,-37.42,155.34,1203.36,1180.09,0.00,38.69,1241.51,-24.44,6757.66,-27.71,-52.87,793.90,4302.84,6.32,9.50,1.63,62.01,3.44,6347.38,5235.22,649.45,200.09,0.63,54.33,4338.08,10.49,7746.40,44978.31,21692.19,38849.28,54.51,3.66,1280.34,500743.00,506572.00,483029.00,12.31,8.03,5.56,7746.40
DMCC Speciality,506405,DMCC,INE505A01010,Chemicals & Petrochemicals,Specialty Chemicals,285.90,713.03,64.27,479.45,268.12,14.12,110.25,53.84,20.41,163.35,7.75,7.66,166.45,16.32,6.16,5.75,0.00,17.83,211.58,67.90,707.47,49.59,99.17,20.41,39.98,14.78,11.49,43.30,8.07,2.04,-17.91,38.00,267.94,24.97,6.54,52.34,5.66,2.69,3.75,222.76,1.59,215.82,9.96,2.88,252.99,18906.00,18175.00,22128.00,0.15,1.50,44.50,3.75
Dodla Dairy,543306,DODLA,INE021O01019,Food Products,Dairy Products,1094.00,6599.86,348.21,1525.00,1126.87,27.07,56.99,58.92,40.64,-35.36,62.87,66.61,-41.72,58.37,68.74,65.67,0.00,26.68,1183.98,16.21,4316.27,13.13,18.98,40.64,247.35,16.72,16.45,-4.05,3.39,2.30,294.86,519.79,1127.20,83.36,9.68,51.08,101.59,9.27,237.94,1613.75,411.41,442.35,18.45,3.94,1197.94,33213.00,33649.00,37798.00,6.08,25.85,9.16,237.94
Dolat Algotech,505526,DOLATALGO,INE966A01022,Capital Markets,Stockbroking & Allied,74.58,1312.61,205.06,186.50,76.99,22.12,283.71,74.49,53.82,38.68,38.81,46.72,15.20,13.85,38.89,4.51,0.00,9.12,40.65,18.40,333.56,-13.02,37.37,53.82,143.94,16.32,12.09,-21.16,47.11,2.61,55.25,-42.70,77.02,24.99,0.79,60.52,10.79,0.97,7.94,1112.72,82.24,648.77,6.95,1.16,114.25,56351.00,58239.00,63420.00,0.05,0.00,25.46,7.94
Dollar Industrie,541403,DOLLAR,INE325C01035,Textiles & Apparels,Garments & Apparels,270.90,1536.44,203.00,665.70,295.62,31.59,263.95,72.58,24.46,24.67,19.62,31.41,-22.13,43.12,19.21,35.49,0.00,13.90,499.90,6.30,1850.02,6.08,1.36,24.46,110.57,13.64,11.52,17.60,6.29,1.72,137.17,86.42,295.87,59.11,7.60,50.47,0.40,1.07,0.22,944.51,22.40,1179.51,8.62,1.61,389.07,27915.00,26095.00,28173.00,2.55,0.62,24.26,0.22
Dolphin Offshore,522261,DOLPHIN,INE920A01037,Oil,Offshore Support Solution Drilling,613.30,2453.48,89.80,948.75,420.71,8.46,203.21,74.99,14.81,30.71,11.33,28.33,-47.72,25.47,13.27,15.61,0.00,34.07,53.25,116.30,142.83,73.95,160.64,14.81,72.02,14.92,21.90,43.29,34.56,18.15,45.34,10.47,418.78,36.44,6.37,77.69,8.42,-12.00,9.96,349.43,33.79,248.83,26.59,6.94,42.85,13344.00,13892.00,13526.00,4.57,0.31,20.13,9.96
DOMS Industries,544045,DOMS,INE321T01012,Household Products,Stationary,2204.00,13375.71,420.97,3115.00,2330.14,20.43,141.26,63.38,44.49,-22.33,57.28,56.74,-22.20,76.64,61.41,60.86,0.00,61.53,677.69,19.33,2434.59,19.94,19.25,45.28,217.40,24.32,20.69,4.63,6.75,6.34,254.34,183.33,2331.41,104.77,12.41,41.67,225.37,-0.94,61.79,1159.04,1.50,639.35,33.26,10.97,670.51,60383.00,57685.00,69946.00,7.50,25.91,3.20,61.79
Dr Agarwal's Eye,526783,DRAGARWQ,INE934C01018,Healthcare Services,Hospital,5246.00,2535.30,151.13,7300.00,4987.15,17.93,326.13,72.67,23.38,35.46,17.26,16.24,43.97,28.34,17.28,19.32,7.67,33.26,142.48,21.03,496.92,20.01,22.28,23.38,76.22,17.36,25.22,31.87,16.35,2.23,145.14,94.48,4984.55,44.63,58.65,51.04,12.17,3.22,6.71,341.47,89.06,136.54,18.02,7.32,142.97,22954.00,24036.00,35976.00,2.24,2.05,23.03,6.71
Dr Agarwal's Hea,544350,AGARWALEYE,INE943P01029,Healthcare Services,Hospital,498.55,15805.34,614.01,568.00,469.95,12.23,1066.20,32.34,45.23,50.52,30.05,39.02,10.13,65.31,43.63,36.49,0.00,107.03,617.72,23.87,2206.68,22.94,25.97,55.02,147.68,11.12,6.81,43.47,8.96,3.90,518.99,360.33,469.66,170.63,1.69,48.46,258.13,2.38,129.22,1993.78,152.34,572.97,25.77,7.80,614.02,42492.00,43538.00,63021.00,57.97,7.72,1.97,129.22
Dr Lal Pathlabs,539524,LALPATHLAB,INE600L01024,Healthcare Services,Healthcare Service Provider,1937.30,32517.35,876.36,2122.75,1608.36,2.62,198.99,53.19,169.50,28.02,132.40,131.30,28.97,195.80,91.40,152.20,0.00,57.84,847.60,16.01,2890.80,14.29,19.10,170.50,562.23,28.00,22.30,9.57,21.37,4.92,635.61,568.89,1605.06,253.07,11.60,63.49,838.68,19.03,909.54,2340.58,422.59,1143.90,33.74,12.94,797.70,111037.00,114527.00,118656.00,17.35,21.59,7.48,909.54
Dr Reddy's Labs,500124,DRREDDY,INE089A01031,Pharmaceuticals & Biotechnology,Pharmaceuticals,1182.00,98658.68,7570.60,1421.49,1249.67,16.46,7734.10,26.63,444.30,-68.67,1418.10,220.90,96.84,677.84,1189.60,1336.80,0.00,30.62,8530.31,-3.38,33227.90,-0.87,-5.51,435.60,3222.20,13.04,11.22,-43.28,5.38,1.68,5673.70,4642.80,1250.35,1351.84,8.12,45.91,2460.20,4.13,3348.70,37808.00,5284.80,26356.00,15.67,2.60,8099.80,446086.00,449665.00,451929.00,20.67,31.75,20.76,3348.70
Dredging Corpn.,523618,DREDGECORP,INE506A01018,Engineering Services,Dredging,1131.10,3167.08,253.46,1457.95,984.82,12.05,1105.53,73.47,11.24,148.18,-23.33,86.91,-87.07,-9.86,-24.63,-34.18,0.00,80.51,249.15,17.64,1321.53,7.13,46.73,11.24,39.34,4.28,0.39,205.92,3.16,1.59,142.40,111.95,983.35,40.29,-3.52,54.91,48.14,-10.39,143.34,1216.55,0.00,990.85,15.62,2.54,355.43,49078.00,48530.00,48128.00,1.03,6.68,18.79,80.19
Dwarikesh Sugar,532610,DWARKESH,INE366A01041,Agricultural Food & other Products,Sugar,53.75,996.00,93.98,148.45,43.30,10.27,336.46,42.15,-25.73,-174.31,-9.38,57.41,-144.82,-22.34,15.44,-32.62,0.00,68.69,229.93,-6.51,1354.61,-4.81,-11.68,-25.73,14.50,4.62,3.77,-38.77,-7.18,0.47,129.12,60.68,43.20,-11.47,-1.21,70.95,82.97,3.59,15.62,810.18,0.57,759.83,20.00,1.20,358.13,169888.00,171993.00,185463.00,1.01,0.75,55.95,15.62
Dynacons Sys.,532365,DSSL,INE417B01040,IT - Services,IT Enabled Services,1073.50,1367.33,151.50,1925.65,1158.20,44.25,236.54,60.89,19.56,-0.25,19.61,19.13,2.25,30.57,23.45,22.58,0.00,16.14,384.07,9.04,1405.17,10.25,-5.32,19.56,84.72,29.73,31.06,13.95,6.29,3.94,45.63,64.11,1159.05,43.73,24.00,31.10,104.26,4.93,111.23,302.32,0.88,777.36,9.31,4.34,311.19,41418.00,43055.00,41931.00,1.08,0.28,37.74,111.23
Dynamatic Tech.,505242,DYNAMATECH,INE221B01012,Industrial Manufacturing,Industrial Products,11510.00,7816.95,215.51,12875.00,9955.72,10.60,637.89,41.50,20.79,93.04,10.77,17.84,65.53,19.72,5.77,3.31,0.00,133.42,462.18,17.79,1675.22,17.28,14.53,20.79,58.59,10.21,6.67,38.12,4.89,5.43,95.34,144.33,9940.10,56.20,31.09,59.25,45.90,3.19,67.65,786.73,0.33,925.13,37.19,9.20,424.81,25288.00,26206.00,19403.00,10.26,15.86,32.38,67.65
Dynamic Cables,540795,DYCL,INE600Y01019,Industrial Products,Cables - Electricals,458.90,2223.77,134.04,547.51,362.66,3.39,43.09,68.18,24.95,37.01,18.21,24.17,3.23,31.21,22.42,19.64,0.00,24.39,341.50,21.29,1284.89,19.10,33.22,24.95,91.18,26.21,19.92,27.67,7.15,4.22,61.59,56.32,361.69,37.36,6.44,61.01,31.87,1.17,28.21,408.78,30.62,514.27,15.35,4.86,349.10,51019.00,48957.00,45876.00,0.67,0.98,30.17,28.21
E2E Networks,544783,E2E,INE255Z01027,IT - Services,IT Enabled Services,613.05,12602.16,160.27,698.00,371.83,12.17,159.08,39.45,43.88,1645.07,-2.84,6.44,581.37,-19.56,-5.70,-13.46,0.00,404.43,152.32,247.77,366.22,130.70,334.12,43.88,31.16,-0.51,-0.95,-9.71,27.99,16.01,122.06,88.47,369.40,88.80,-0.95,58.44,1356.94,-24.32,365.93,1664.50,0.00,608.48,46.94,7.48,156.76,86433.00,68946.00,50655.00,1.27,6.07,53.15,365.93
Easy Trip Plann.,543272,EASEMYTRIP,INE07O001026,Leisure Services,"Tour, Travel Related Services",6.14,2446.58,21.11,36.75,7.69,42.08,35.45,43.56,-11.41,-964.39,1.32,-13.58,24.14,-11.01,3.41,-36.04,5.97,,128.40,8.50,556.62,1.48,18.38,-11.69,-15.39,0.63,-0.71,-120.20,-8.68,7.38,-4.07,111.82,7.71,-5.65,-0.03,37.05,143.28,1.65,86.94,437.65,172.48,682.68,297.90,2.79,134.71,991281.00,1015650.00,1089618.00,5.95,1.99,48.49,86.94
eClerx Services,532927,ECLERX,INE738I01010,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),1944.00,18283.46,1141.74,2497.50,1745.83,22.16,384.95,54.53,164.34,15.99,141.68,189.36,-13.40,243.03,191.81,183.46,0.00,25.08,1240.62,23.46,4334.83,23.20,23.31,164.24,728.87,34.42,28.36,27.61,14.25,2.45,873.47,654.62,1743.84,312.30,25.84,61.83,739.13,20.86,737.99,2469.37,307.85,2106.20,14.93,7.14,1152.36,74342.00,67142.00,66300.00,11.01,23.84,8.43,737.99
